parameter,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,mean_pct,hdi_2.5pc_pct,hdi_97.5pc_pct
practice_offset[24],-0.115,0.058,-0.227,-0.003,0.007,0.002,79.0,407.0,1.07,-10.863385609316866,-20.307921770986038,-0.29955044966269995
practice_offset[25],0.251,0.056,0.142,0.361,0.005,0.001,152.0,700.0,1.04,28.53100843311953,15.257664853700504,43.476346087855575
practice_offset[26],0.271,0.061,0.15,0.389,0.007,0.002,83.0,387.0,1.07,31.12750703845879,16.183424272828304,47.55045513330549
practice_offset[27],0.206,0.059,0.087,0.316,0.007,0.002,77.0,322.0,1.07,22.875320399531198,9.089667971827776,37.16302556260427
practice_offset[28],0.009,0.058,-0.105,0.123,0.006,0.002,83.0,379.0,1.07,0.9040621773867885,-9.967547741373439,13.088442094748931
practice_offset[29],-0.221,0.06,-0.337,-0.104,0.004,0.001,199.0,892.0,1.03,-19.82833197098047,-28.609116009727998,-9.877470257879517
practice_offset[30],0.856,0.06,0.74,0.976,0.007,0.002,85.0,411.0,1.07,135.37269310346608,109.59355144943643,165.38197042191663
practice_offset[31],1.22,0.057,1.105,1.326,0.005,0.001,152.0,821.0,1.04,238.71877336213348,201.92244688065685,276.59494220747763
practice_offset[32],0.514,0.06,0.398,0.631,0.006,0.002,85.0,372.0,1.07,67.19656998361128,48.88440299072776,87.94891289619105
practice_offset[33],1.216,0.057,1.107,1.331,0.005,0.001,154.0,794.0,1.04,237.36660440948168,202.52689602207656,278.48263221083744
practice_offset[34],0.186,0.056,0.074,0.294,0.004,0.001,162.0,831.0,1.04,20.44222603776298,7.680680549621988,34.178390366697144
practice_offset[35],-0.296,0.058,-0.409,-0.179,0.007,0.002,75.0,411.0,1.08,-25.62125719798204,-33.568576767778325,-16.38941006029645
practice_offset[36],1.274,0.056,1.161,1.382,0.004,0.001,192.0,657.0,1.03,257.51244974458814,219.31248048907275,298.2859385855512
practice_offset[37],1.355,0.056,1.247,1.463,0.004,0.001,156.0,721.0,1.04,287.6760956633179,247.98876194379943,331.8896803139479
practice_offset[38],-0.367,0.061,-0.485,-0.247,0.007,0.002,81.0,341.0,1.07,-30.71903549556083,-38.43028032357149,-21.88593064686235
practice_offset[39],1.348,0.057,1.235,1.459,0.005,0.001,151.0,807.0,1.04,284.9718389345979,243.8378520705125,330.1655721079145
practice_offset[40],0.468,0.059,0.351,0.583,0.007,0.002,78.0,323.0,1.07,59.67974026870526,42.048732591219505,79.14045912584665
practice_offset[41],1.357,0.055,1.247,1.461,0.004,0.001,168.0,754.0,1.04,288.45222372399587,247.98876194379943,331.0267641571155
practice_offset[42],-0.111,0.06,-0.231,0.001,0.006,0.002,84.0,439.0,1.07,-10.506125107096898,-20.62605339647573,0.10005001667083846
practice_offset[43],0.757,0.058,0.643,0.871,0.004,0.001,227.0,1064.0,1.03,113.18710044632896,90.21788646473917,138.92989582311458
practice_offset[44],0.644,0.054,0.54,0.751,0.004,0.001,167.0,650.0,1.04,90.40819949185803,71.60068621848585,111.91180754822172
practice_offset[45],0.89,0.057,0.781,1.002,0.005,0.001,158.0,751.0,1.04,143.51296512898745,118.36548288635016,172.37238323058088
practice_offset[46],1.092,0.057,0.976,1.198,0.005,0.001,154.0,698.0,1.04,198.02285732240193,165.38197042191663,231.34833247003095
practice_offset[47],-0.353,0.058,-0.47,-0.243,0.007,0.002,80.0,400.0,1.07,-29.742280662275846,-37.49977317172992,-21.572848622844354
practice_offset[48],1.116,0.054,1.009,1.22,0.004,0.001,162.0,797.0,1.04,205.2619272654344,174.2856786344921,238.71877336213348
practice_offset[49],1.179,0.054,1.072,1.284,0.004,0.001,164.0,741.0,1.04,225.11214553316225,192.1216093625068,261.1055095991915
practice_offset[50],-0.726,0.055,-0.828,-0.615,0.004,0.001,188.0,798.0,1.03,-51.6159513532009,-56.30777424255589,-45.93591046906834
practice_offset[51],-0.368,0.06,-0.485,-0.25,0.007,0.002,81.0,444.0,1.07,-30.788281831126962,-38.43028032357149,-22.119921692859513
practice_offset[52],1.233,0.057,1.122,1.344,0.005,0.001,145.0,877.0,1.04,243.15086358385426,207.0990045496511,283.43502725130776
practice_offset[53],0.745,0.055,0.638,0.85,0.004,0.001,157.0,723.0,1.04,110.64414349807272,89.26917079807227,133.96468519259906
practice_offset[54],0.464,0.054,0.355,0.566,0.004,0.001,158.0,801.0,1.04,59.042297044003924,42.618065428148014,76.12081105217428
practice_offset[55],0.68,0.057,0.569,0.792,0.005,0.001,146.0,780.0,1.04,97.38777322304477,76.64996682211896,120.78076288406328
practice_offset[56],0.209,0.056,0.099,0.319,0.004,0.001,167.0,757.0,1.04,23.24449985302548,10.406629955888192,37.575132490603934
practice_offset[57],0.317,0.054,0.209,0.421,0.004,0.001,195.0,697.0,1.03,37.300257192545885,23.24449985302548,52.34842784087539
practice_offset[58],-0.336,0.06,-0.452,-0.217,0.007,0.002,83.0,378.0,1.07,-28.537689418394272,-36.36458302749129,-19.507003069499852
practice_offset[59],-0.643,0.063,-0.767,-0.518,0.004,0.001,245.0,1234.0,1.03,-47.42870827842097,-53.559580683990845,-40.42892210996788
practice_offset[60],-0.522,0.055,-0.631,-0.415,0.004,0.001,170.0,657.0,1.04,-40.6667304876948,-46.794052458695234,-33.96597192950171
practice_offset[61],-0.505,0.055,-0.611,-0.398,0.004,0.001,202.0,825.0,1.03,-39.64944245729595,-45.7192210209676,-32.833797233799025
practice_offset[62],-1.003,0.062,-1.122,-0.878,0.004,0.001,264.0,1084.0,1.03,-63.322254334880334,-67.43721128414397,-58.43866923759116
practice_offset[63],-0.345,0.055,-0.454,-0.238,0.004,0.001,194.0,824.0,1.03,-29.177964653220002,-36.491726675407186,-21.17973089062296
practice_offset[64],-1.678,0.066,-1.808,-1.548,0.004,0.001,283.0,1081.0,1.03,-81.32529030119362,-83.60182273971023,-78.7327105446517
practice_offset[65],1.003,0.055,0.895,1.112,0.004,0.001,179.0,916.0,1.03,172.6448918454098,144.7335789462311,204.0433183989171
practice_offset[66],0.513,0.057,0.403,0.624,0.004,0.001,163.0,725.0,1.04,67.02945698405354,49.630689166358266,86.63786452864724
practice_offset[67],-0.282,0.054,-0.39,-0.177,0.004,0.001,159.0,733.0,1.04,-24.572631546691102,-32.294312550183534,-16.222021547700617
practice_offset[68],-0.087,0.06,-0.204,0.032,0.004,0.001,216.0,951.0,1.03,-8.332290436684776,-18.45376288127073,3.251750530511832
practice_offset[69],-0.317,0.058,-0.431,-0.203,0.006,0.002,84.0,337.0,1.07,-27.16692448742983,-35.01410892252505,-18.37217585743901
practice_offset[70],-0.759,0.056,-0.868,-0.648,0.004,0.001,171.0,690.0,1.04,-53.186567265190355,-58.02097091918858,-47.690908689749925
practice_offset[71],0.686,0.055,0.577,0.793,0.005,0.001,147.0,724.0,1.04,98.57565995893263,78.06883445996127,121.00165407413476
practice_offset[72],-1.558,0.067,-1.691,-1.428,0.004,0.001,284.0,1192.0,1.02,-78.94432361043697,-81.56649033019873,-76.02119809746752
practice_offset[73],0.259,0.055,0.149,0.364,0.004,0.001,178.0,839.0,1.03,29.563380482804845,16.067298920908545,43.90742141580461
practice_offset[74],-1.841,0.056,-1.949,-1.728,0.004,0.002,205.0,699.0,1.04,-84.13413119369362,-85.75835831811457,-82.2360666404865
practice_offset[75],0.724,0.054,0.62,0.831,0.005,0.001,146.0,597.0,1.04,106.26674008880342,85.8928041846342,129.56132060461326
practice_offset[76],-2.105,0.059,-2.219,-1.991,0.004,0.002,231.0,761.0,1.03,-87.81543257309197,-89.12822277435566,-86.34412016549858
practice_offset[77],-3.492,0.062,-3.611,-3.368,0.004,0.002,221.0,665.0,1.04,-96.95600686120281,-97.29751914591,-96.55415145566899
practice_offset[78],-1.621,0.057,-1.73,-1.509,0.004,0.001,193.0,706.0,1.04,-80.22991006990942,-82.27155900301221,-77.8869001570846
practice_offset[79],-0.249,0.065,-0.373,-0.121,0.005,0.002,210.0,745.0,1.03,-22.042002661529956,-31.133476715604424,-11.396604040712443
practice_offset[80],-0.596,0.063,-0.722,-0.477,0.004,0.002,227.0,694.0,1.04,-44.89887210086593,-51.422027569611494,-37.93574707065627
practice_offset[81],0.605,0.066,0.484,0.741,0.005,0.002,153.0,575.0,1.05,83.12522088857732,62.25516456522613,109.80324983260262
practice_offset[82],0.287,0.063,0.166,0.411,0.004,0.002,217.0,542.0,1.04,33.242421347567586,18.05731017232761,50.83253565580581
practice_offset[83],1.324,0.063,1.196,1.442,0.004,0.002,212.0,572.0,1.04,275.8425050110714,230.6862980601789,322.9145655652589
practice_offset[84],-0.002,0.065,-0.129,0.125,0.005,0.002,208.0,635.0,1.03,-0.1998001332666921,-12.102603445441684,13.314845306682631
practice_offset[85],-0.221,0.066,-0.349,-0.095,0.005,0.002,207.0,681.0,1.04,-19.82833197098047,-29.460686973004556,-9.062706553176858
practice_offset[86],0.9,0.062,0.783,1.026,0.004,0.002,215.0,615.0,1.04,145.960311115695,118.80265087438823,178.98839500387788
practice_offset[87],0.078,0.073,-0.063,0.222,0.004,0.001,319.0,1094.0,1.03,8.112265867008306,-6.105652631086677,24.857137786428353
practice_offset[88],0.492,0.065,0.366,0.621,0.005,0.002,206.0,576.0,1.04,63.55841192052398,44.19552426545161,86.0787899662108
practice_offset[89],0.671,0.063,0.551,0.795,0.004,0.002,216.0,704.0,1.04,95.61925354010235,73.49871378007194,121.44409968040746
practice_offset[90],0.071,0.062,-0.049,0.19,0.004,0.002,236.0,720.0,1.04,7.358122586835747,-4.781887030149512,20.92495976572515
practice_offset[91],0.491,0.062,0.37,0.609,0.004,0.002,228.0,682.0,1.04,63.39493526055651,44.773461466332456,83.85918872918931
practice_offset[92],0.848,0.066,0.72,0.976,0.005,0.002,204.0,573.0,1.03,133.49722343978726,105.44332106438875,165.38197042191663
practice_offset[93],0.523,0.071,0.384,0.663,0.005,0.002,245.0,790.0,1.03,68.70813093472113,46.81454416819895,94.06054266838417
practice_offset[94],-0.165,0.065,-0.292,-0.038,0.004,0.002,212.0,597.0,1.04,-15.210629591208413,-25.323146402664285,-3.728705910880048
practice_offset[95],1.326,0.063,1.203,1.449,0.004,0.002,217.0,558.0,1.04,276.59494220747763,233.0092228982648,325.88535315005646
practice_offset[96],0.356,0.066,0.229,0.484,0.005,0.002,206.0,592.0,1.04,42.760754826384485,25.73420390098391,62.25516456522613
practice_offset[97],-0.215,0.065,-0.341,-0.089,0.004,0.002,215.0,587.0,1.04,-19.345855982267313,-28.894109179359027,-8.515442642554794
practice_offset[98],0.644,0.062,0.523,0.763,0.004,0.002,227.0,662.0,1.04,90.40819949185803,68.70813093472113,114.47006810307654
practice_offset[99],0.268,0.062,0.153,0.391,0.004,0.002,229.0,654.0,1.04,30.734714001493614,16.532497894273778,47.84585134131471
practice_offset[100],0.837,0.062,0.715,0.957,0.004,0.002,220.0,603.0,1.04,130.94282890863056,104.41866822585565,160.38731248931538
practice_offset[101],0.925,0.067,0.796,1.054,0.006,0.002,146.0,561.0,1.05,152.1868260358148,121.66565453905424,186.91046142564792
practice_offset[102],-0.115,0.068,-0.243,0.022,0.006,0.002,129.0,375.0,1.05,-10.863385609316866,-21.572848622844354,2.2243784470438177
practice_offset[103],1.227,0.067,1.104,1.365,0.006,0.002,132.0,398.0,1.05,241.0981227829725,201.62067534469182,291.57230519927214
practice_offset[104],-0.242,0.062,-0.358,-0.119,0.004,0.002,235.0,747.0,1.04,-21.494382244817047,-30.09269249934743,-11.21921992380499
practice_offset[105],0.714,0.063,0.593,0.835,0.004,0.002,228.0,667.0,1.04,104.21435173290266,80.94085067159598,130.48140482870124
practice_offset[106],-0.456,0.063,-0.575,-0.332,0.004,0.002,226.0,665.0,1.04,-36.6186162901451,-43.72951311930443,-28.251267714555674
practice_offset[107],0.372,0.065,0.25,0.5,0.005,0.002,205.0,582.0,1.04,45.06329812931589,28.40254166877414,64.87212707001282
practice_offset[108],-0.064,0.065,-0.193,0.06,0.005,0.002,204.0,664.0,1.03,-6.199500046927053,-17.55180258608918,6.183654654535964
practice_offset[109],0.954,0.067,0.823,1.085,0.006,0.002,138.0,569.0,1.05,159.607321123889,127.73215645191884,195.94398187394916
practice_offset[110],0.063,0.066,-0.064,0.193,0.005,0.002,186.0,502.0,1.04,6.502683923130537,-6.199500046927053,21.288279351911953
practice_offset[111],0.961,0.064,0.841,1.089,0.004,0.002,208.0,680.0,1.04,161.43094761801692,131.86845023275188,197.130128513195
practice_offset[112],0.328,0.062,0.205,0.446,0.004,0.002,227.0,676.0,1.04,38.81889722894125,22.75250649631777,56.20514665337439
practice_offset[113],-0.247,0.063,-0.369,-0.127,0.004,0.002,225.0,575.0,1.04,-21.88593064686235,-30.857458954969154,-11.926632740284305
practice_offset[114],0.974,0.063,0.852,1.096,0.004,0.002,215.0,608.0,1.04,164.85173689134788,134.43308280446362,199.21733611664206
practice_offset[115],0.281,0.068,0.148,0.411,0.004,0.001,271.0,915.0,1.03,32.445360393525725,15.951289636297394,50.83253565580581
practice_offset[116],0.182,0.066,0.053,0.307,0.005,0.002,203.0,666.0,1.04,19.961419387986833,5.4429645119356,35.93409680719806
practice_offset[117],1.127,0.074,0.983,1.273,0.005,0.002,250.0,858.0,1.03,208.63834471585753,167.24616127073452,257.1551159914979
practice_offset[118],1.082,0.063,0.957,1.202,0.004,0.002,221.0,636.0,1.04,195.05748034549603,160.38731248931538,232.67638012449027
practice_offset[119],-0.114,0.065,-0.245,0.008,0.004,0.002,211.0,665.0,1.03,-10.77420441175917,-21.729546175813187,0.8032085504273478
practice_offset[120],0.88,0.062,0.757,0.998,0.004,0.002,216.0,600.0,1.04,141.08997064172098,113.18710044632896,171.28506977432195
practice_offset[121],0.675,0.062,0.553,0.793,0.004,0.002,223.0,633.0,1.04,96.40329759698474,73.84605843650698,121.00165407413476
practice_offset[122],1.202,0.063,1.075,1.318,0.004,0.002,216.0,587.0,1.04,232.67638012449027,192.99929005337015,273.59420163603613
practice_offset[123],1.234,0.069,1.099,1.368,0.004,0.002,265.0,759.0,1.03,243.494186080076,200.11633595049295,292.7487859536412
practice_offset[124],0.497,0.066,0.373,0.626,0.006,0.002,137.0,479.0,1.05,64.37825187200612,45.208433983277516,87.01151378240854
practice_offset[125],0.912,0.062,0.789,1.029,0.004,0.002,224.0,672.0,1.04,148.929615041074,120.11941311607531,179.82661689305695
practice_offset[126],0.63,0.069,0.501,0.769,0.004,0.001,275.0,905.0,1.03,87.76105792643432,65.03708166063191,115.76075670543857
practice_offset[127],0.231,0.062,0.11,0.35,0.004,0.002,228.0,697.0,1.04,25.98592394492314,11.627807045887128,41.906754859325716
practice_offset[128],-0.583,0.063,-0.702,-0.457,0.004,0.001,252.0,745.0,1.03,-44.17788115092988,-50.440687430734855,-36.68196599372402
practice_offset[129],0.372,0.062,0.253,0.495,0.004,0.002,224.0,665.0,1.04,45.06329812931589,28.788327683463045,64.0498239057044
practice_offset[130],0.489,0.07,0.352,0.627,0.004,0.001,291.0,897.0,1.03,63.06847196215488,42.19085237185774,87.19861883312423
practice_offset[131],0.039,0.065,-0.083,0.167,0.005,0.002,159.0,613.0,1.05,3.9770483650157784,-7.964885277987532,18.17542653083615
practice_offset[132],0.151,0.062,0.034,0.273,0.004,0.002,225.0,668.0,1.04,16.299665808182027,3.4584606728117917,31.390024482473923
practice_offset[133],0.266,0.062,0.142,0.381,0.004,0.002,223.0,663.0,1.04,30.473505868692797,15.257664853700504,46.37476054097285
practice_offset[134],0.962,0.063,0.839,1.082,0.004,0.002,212.0,587.0,1.04,161.69250932469143,131.40517676018342,195.05748034549603
practice_offset[135],-0.668,0.069,-0.799,-0.533,0.005,0.002,187.0,756.0,1.05,-48.72669809581095,-55.022148217927224,-41.31581991550534
practice_offset[136],0.867,0.063,0.748,0.991,0.004,0.002,221.0,603.0,1.04,137.97608513294966,111.27702477582267,169.39270528874988
practice_offset[137],-0.263,0.066,-0.386,-0.135,0.004,0.002,213.0,626.0,1.03,-23.125810268883974,-32.02294743196789,-12.628408831196559
practice_offset[138],0.056,0.065,-0.069,0.186,0.005,0.002,153.0,564.0,1.05,5.759768373661123,-6.667331992179804,20.44222603776298
practice_offset[139],-1.902,0.086,-2.069,-1.734,0.004,0.001,479.0,1834.0,1.02,-85.0730219077897,-87.3687969399329,-82.34233112838662
practice_offset[140],-0.676,0.063,-0.793,-0.55,0.004,0.002,228.0,817.0,1.04,-49.13524813196864,-54.75146988426833,-42.30501896195133
practice_offset[141],-1.29,0.071,-1.428,-1.152,0.004,0.001,319.0,1114.0,1.03,-72.47292169102477,-76.02119809746752,-68.39958713081374
practice_offset[142],-1.07,0.062,-1.189,-0.953,0.004,0.001,242.0,768.0,1.04,-65.69914825812934,-69.5474362507881,-61.44174610202868
practice_offset[143],0.734,0.062,0.61,0.851,0.004,0.002,217.0,609.0,1.04,108.33975529060255,84.04313987816374,134.19876689913815
practice_offset[144],-0.299,0.061,-0.417,-0.18,0.004,0.001,231.0,751.0,1.04,-25.844059056498946,-34.09790800558793,-16.4729788588728
practice_offset[145],-0.181,0.062,-0.304,-0.064,0.004,0.002,236.0,764.0,1.04,-16.556464130421045,-26.21391335494089,-6.199500046927053
practice_offset[146],-0.791,0.07,-0.928,-0.655,0.004,0.001,309.0,1171.0,1.03,-54.660882266615076,-60.465639257390016,-48.05579374129518
practice_offset[147],-0.964,0.071,-1.103,-0.827,0.004,0.001,326.0,1233.0,1.03,-61.86356265058105,-66.81260331299352,-56.26406016340171
practice_offset[148],-1.538,0.072,-1.676,-1.393,0.004,0.002,263.0,926.0,1.04,-78.51897073219808,-81.28790350746455,-75.16708015633547
practice_offset[149],0.24,0.062,0.12,0.359,0.004,0.002,227.0,649.0,1.04,27.12491503214047,12.749685157937574,43.18968015716587
practice_offset[150],-0.676,0.065,-0.802,-0.55,0.005,0.002,167.0,481.0,1.05,-49.13524813196864,-55.156879575189045,-42.30501896195133
practice_offset[151],-0.345,0.062,-0.464,-0.225,0.004,0.001,233.0,730.0,1.04,-29.177964653220002,-37.123644553290156,-20.148378124062294
practice_offset[152],-0.185,0.062,-0.302,-0.064,0.004,0.001,231.0,710.0,1.04,-16.889571614787435,-26.06619351104682,-6.199500046927053
practice_offset[153],0.647,0.062,0.524,0.768,0.004,0.002,227.0,614.0,1.04,90.98028178471122,68.87692344784637,115.5451037931604
practice_offset[154],0.125,0.054,0.017,0.229,0.004,0.001,160.0,709.0,1.04,13.314845306682631,1.7145322325240686,25.73420390098391
practice_offset[155],-0.151,0.058,-0.265,-0.038,0.007,0.002,79.0,334.0,1.07,-14.015230134079449,-23.279405002414432,-3.728705910880048
practice_offset[156],0.768,0.054,0.662,0.874,0.004,0.001,189.0,876.0,1.03,115.5451037931604,93.86657912365179,139.64776177110653
practice_offset[157],-0.176,0.059,-0.294,-0.064,0.007,0.002,78.0,338.0,1.07,-16.138201666292595,-25.472350855671134,-6.199500046927053
practice_offset[158],0.961,0.054,0.857,1.067,0.004,0.001,170.0,786.0,1.04,161.43094761801692,135.60818352215472,190.66464675754412
practice_offset[159],1.294,0.055,1.189,1.402,0.004,0.001,152.0,799.0,1.04,264.73468030567705,228.37957691686293,306.33184825879346
practice_offset[160],0.042,0.059,-0.072,0.155,0.007,0.002,80.0,406.0,1.07,4.289447875076324,-6.946910418879426,16.765796110512497
practice_offset[161],0.431,0.059,0.314,0.545,0.007,0.002,79.0,385.0,1.07,53.879554995686505,36.888973654737555,72.46083823764356
practice_offset[162],-0.145,0.058,-0.261,-0.036,0.007,0.002,75.0,389.0,1.08,-13.49777068892587,-22.971908038492085,-3.535970651687692
practice_offset[163],1.309,0.056,1.2,1.417,0.004,0.001,155.0,793.0,1.04,270.24693909673033,232.01169227365472,312.4727677369532
practice_offset[164],-0.061,0.058,-0.175,0.052,0.006,0.002,83.0,387.0,1.07,-5.917676022399032,-16.054297923079265,5.337574251336474
practice_offset[165],0.204,0.061,0.08,0.317,0.007,0.002,84.0,431.0,1.07,22.62981534562105,8.328706767495863,37.300257192545885
practice_offset[166],1.32,0.056,1.214,1.433,0.004,0.001,158.0,732.0,1.04,274.34213772608626,236.69254548427423,319.12541124636374
practice_offset[167],0.945,0.059,0.829,1.059,0.006,0.002,83.0,373.0,1.07,157.28133785883261,129.10265678011643,188.34860609832432
practice_offset[168],0.65,0.056,0.533,0.753,0.004,0.001,173.0,834.0,1.04,91.55408290138962,70.40367583907279,112.33605526962367
practice_offset[169],0.484,0.059,0.371,0.603,0.007,0.002,79.0,366.0,1.07,62.25516456522613,44.91830733866446,82.75933645319702
practice_offset[170],-0.095,0.061,-0.216,0.022,0.006,0.002,88.0,415.0,1.07,-9.062706553176858,-19.426469812652037,2.2243784470438177
practice_offset[171],0.49,0.054,0.388,0.601,0.004,0.001,164.0,672.0,1.04,63.23162199553789,47.40297842881416,82.3941830554062
practice_offset[172],0.454,0.058,0.337,0.566,0.007,0.002,79.0,388.0,1.07,57.45979974750188,40.07390637385353,76.12081105217428
practice_offset[173],-0.143,0.061,-0.265,-0.026,0.006,0.002,89.0,407.0,1.07,-13.324593110451099,-23.279405002414432,-2.566491039125063
practice_offset[174],1.127,0.055,1.021,1.236,0.004,0.001,159.0,680.0,1.04,208.63834471585753,177.59693457879587,244.18186189882962
practice_offset[175],-0.26,0.058,-0.371,-0.141,0.006,0.002,81.0,379.0,1.07,-22.894841419643374,-30.995605844121098,-13.151068830233214
practice_offset[176],0.765,0.055,0.658,0.872,0.004,0.001,167.0,761.0,1.04,114.89943746552203,93.09266167394625,139.1689452237172
practice_offset[177],-0.321,0.058,-0.434,-0.207,0.007,0.002,77.0,392.0,1.08,-27.457674900985886,-35.20877445146494,-18.698035001242896
practice_offset[178],-0.59,0.054,-0.693,-0.483,0.004,0.001,199.0,741.0,1.04,-44.56727152654929,-49.99264043042323,-38.30701766264526
practice_offset[179],1.221,0.057,1.109,1.333,0.004,0.001,198.0,872.0,1.03,239.05766155134955,203.13255527148374,279.2403549454195
practice_offset[180],1.126,0.054,1.017,1.229,0.004,0.001,171.0,832.0,1.03,208.3298606388871,176.488764657882,241.78100167980898
practice_offset[181],0.43,0.058,0.314,0.541,0.006,0.002,80.0,404.0,1.07,53.725752354828145,36.888973654737555,71.7723727336547
practice_offset[182],0.408,0.057,0.3,0.52,0.004,0.001,204.0,980.0,1.03,50.38071611701118,34.98588075760032,68.20276496988865
practice_offset[183],-0.433,0.058,-0.55,-0.322,0.006,0.002,81.0,325.0,1.07,-35.14395081950239,-42.30501896195133,-27.53018096700971
practice_offset[184],1.349,0.055,1.241,1.459,0.004,0.001,162.0,670.0,1.04,285.3570033236299,245.90708066102508,330.1655721079145
practice_offset[185],0.455,0.056,0.346,0.566,0.004,0.001,169.0,918.0,1.04,57.61733830339912,41.34026158176771,76.12081105217428
practice_offset[186],-0.537,0.054,-0.643,-0.434,0.004,0.001,190.0,754.0,1.04,-41.55008778774176,-47.42870827842097,-35.20877445146494
practice_offset[187],1.043,0.055,0.936,1.151,0.005,0.001,148.0,800.0,1.04,183.77174096122096,154.97619452281174,216.1352682222409
practice_offset[188],0.276,0.058,0.156,0.383,0.006,0.002,83.0,381.0,1.07,31.784786402730326,16.88262030898691,46.66780300683986
practice_offset[189],1.154,0.054,1.044,1.256,0.004,0.001,169.0,812.0,1.04,217.0850980592909,184.0556546353598,251.13479672208982
practice_offset[190],0.236,0.058,0.125,0.352,0.007,0.002,78.0,395.0,1.07,26.617431016687988,13.314845306682631,42.19085237185774
practice_offset[191],0.539,0.054,0.435,0.644,0.004,0.001,179.0,775.0,1.04,71.42917130401752,54.49630589513384,90.40819949185803
practice_offset[192],0.256,0.058,0.143,0.37,0.007,0.002,79.0,393.0,1.07,29.175272793970407,15.372980166601046,44.773461466332456
practice_offset[193],0.292,0.061,0.176,0.415,0.007,0.002,87.0,384.0,1.07,33.910301763929375,19.243805865066953,51.43707406920481
practice_offset[194],-0.112,0.059,-0.225,0.005,0.007,0.002,79.0,358.0,1.07,-10.59557424996428,-20.148378124062294,0.501252085940096
