,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
1|practice_id[A81602],0.476,0.086,0.317,0.638,0.0,0.001,35508.0,20022.0,1.0
1|practice_id[A81605],-0.823,0.184,-1.169,-0.481,0.001,0.001,29809.0,18473.0,1.0
1|practice_id[A81608],-0.178,0.086,-0.336,-0.014,0.0,0.001,34419.0,19752.0,1.0
1|practice_id[A81609],0.546,0.21,0.146,0.942,0.001,0.001,27053.0,17668.0,1.0
1|practice_id[A81610],-0.257,0.086,-0.421,-0.1,0.0,0.001,32245.0,19260.0,1.0
1|practice_id[A81611],-0.059,0.086,-0.215,0.112,0.0,0.001,30661.0,18379.0,1.0
1|practice_id[A81612],0.046,0.085,-0.113,0.205,0.0,0.001,33359.0,18359.0,1.0
1|practice_id[A81613],-0.632,0.169,-0.95,-0.312,0.001,0.001,28307.0,19199.0,1.0
1|practice_id[A81618],-0.018,0.085,-0.177,0.142,0.0,0.001,32133.0,19341.0,1.0
1|practice_id[A81621],0.139,0.086,-0.021,0.301,0.0,0.001,36984.0,19472.0,1.0
1|practice_id[A81622],0.038,0.086,-0.123,0.202,0.0,0.001,33861.0,19226.0,1.0
1|practice_id[A81623],-0.117,0.217,-0.521,0.294,0.001,0.001,26190.0,18810.0,1.0
1|practice_id[A81629],-0.073,0.086,-0.234,0.088,0.0,0.001,34766.0,20131.0,1.0
1|practice_id[A81630],0.091,0.086,-0.067,0.254,0.0,0.001,34621.0,18709.0,1.0
1|practice_id[A81631],-0.16,0.085,-0.322,-0.003,0.0,0.001,32446.0,19497.0,1.0
1|practice_id[A81632],0.254,0.092,0.079,0.427,0.001,0.001,30665.0,18735.0,1.0
1|practice_id[A81633],-0.194,0.086,-0.355,-0.028,0.0,0.001,33665.0,20121.0,1.0
1|practice_id[A81634],-0.049,0.086,-0.209,0.113,0.0,0.001,34255.0,20426.0,1.0
1|practice_id[A82003],0.412,0.086,0.25,0.572,0.0,0.001,32466.0,18935.0,1.0
1|practice_id[A82004],0.32,0.086,0.156,0.48,0.0,0.001,31035.0,19310.0,1.0
1|practice_id[A82005],-0.032,0.086,-0.192,0.131,0.001,0.001,28224.0,19296.0,1.0
1|practice_id[A82006],-0.088,0.086,-0.25,0.07,0.0,0.001,30895.0,19062.0,1.0
1|practice_id[A82007],-0.044,0.085,-0.207,0.113,0.0,0.001,31266.0,19554.0,1.0
1|practice_id[A82008],-0.155,0.086,-0.318,0.004,0.0,0.001,34559.0,19470.0,1.0
1|practice_id[A82009],0.141,0.086,-0.017,0.304,0.0,0.001,33410.0,19586.0,1.0
1|practice_id[A82010],0.475,0.085,0.314,0.633,0.0,0.001,30499.0,20142.0,1.0
1|practice_id[A82011],0.411,0.255,-0.049,0.909,0.002,0.002,24165.0,18563.0,1.0
1|practice_id[A82012],-0.073,0.086,-0.236,0.089,0.0,0.001,30307.0,19541.0,1.0
1|practice_id[A82013],0.064,0.085,-0.103,0.219,0.0,0.001,33366.0,19793.0,1.0
1|practice_id[A82014],0.864,0.085,0.704,1.023,0.0,0.001,36153.0,19807.0,1.0
1|practice_id[A82015],-0.13,0.085,-0.287,0.03,0.0,0.001,30337.0,19743.0,1.0
1|practice_id[A82016],0.175,0.086,0.012,0.336,0.0,0.001,35222.0,19621.0,1.0
1|practice_id[A82017],0.214,0.17,-0.108,0.534,0.001,0.001,25165.0,19092.0,1.0
1|practice_id[A82018],-0.058,0.086,-0.214,0.108,0.0,0.001,31078.0,18818.0,1.0
1|practice_id[A82019],0.407,0.086,0.243,0.566,0.0,0.001,30571.0,18834.0,1.0
1|practice_id[A82020],0.052,0.085,-0.108,0.212,0.0,0.001,30756.0,20001.0,1.0
1|practice_id[A82021],0.132,0.085,-0.033,0.288,0.0,0.001,31248.0,19604.0,1.0
1|practice_id[A82022],-0.149,0.085,-0.312,0.008,0.0,0.001,31869.0,18763.0,1.0
1|practice_id[A82023],-0.061,0.086,-0.217,0.108,0.0,0.001,30562.0,20314.0,1.0
1|practice_id[A82024],-0.301,0.085,-0.467,-0.149,0.0,0.001,32577.0,20228.0,1.0
1|practice_id[A82025],-0.211,0.086,-0.378,-0.054,0.0,0.001,32733.0,19572.0,1.0
1|practice_id[A82026],-0.06,0.086,-0.227,0.097,0.0,0.001,32641.0,19033.0,1.0
1|practice_id[A82027],-0.327,0.086,-0.491,-0.169,0.0,0.001,33803.0,20708.0,1.0
1|practice_id[A82029],0.122,0.085,-0.036,0.286,0.0,0.0,31362.0,20080.0,1.0
1|practice_id[A82030],0.137,0.086,-0.019,0.303,0.0,0.001,30957.0,19752.0,1.0
1|practice_id[A82031],0.198,0.086,0.037,0.358,0.0,0.001,31109.0,18816.0,1.0
1|practice_id[A82032],-0.162,0.086,-0.324,-0.0,0.0,0.001,32424.0,18386.0,1.0
1|practice_id[A82033],0.319,0.085,0.159,0.479,0.0,0.001,34027.0,20497.0,1.0
1|practice_id[A82034],0.323,0.093,0.15,0.5,0.001,0.001,32009.0,19007.0,1.0
1|practice_id[A82035],0.421,0.086,0.257,0.579,0.0,0.001,31288.0,19818.0,1.0
1|practice_id[A82036],-0.037,0.086,-0.203,0.12,0.0,0.001,32218.0,19944.0,1.0
1|practice_id[A82037],-0.282,0.086,-0.448,-0.123,0.0,0.001,32788.0,20444.0,1.0
1|practice_id[A82038],0.011,0.086,-0.152,0.17,0.0,0.001,34194.0,19005.0,1.0
1|practice_id[A82039],0.41,0.086,0.25,0.57,0.001,0.001,28835.0,19922.0,1.0
1|practice_id[A82040],-0.568,0.164,-0.87,-0.253,0.001,0.001,25839.0,18438.0,1.0
1|practice_id[A82041],-0.191,0.086,-0.353,-0.03,0.0,0.001,31685.0,19144.0,1.0
1|practice_id[A82044],0.215,0.095,0.037,0.393,0.0,0.001,47619.0,18217.0,1.0
1|practice_id[A82045],0.012,0.086,-0.149,0.175,0.001,0.001,27823.0,19417.0,1.0
1|practice_id[A82047],-0.5,0.087,-0.659,-0.335,0.0,0.001,32164.0,19003.0,1.0
1|practice_id[A82048],0.21,0.086,0.046,0.373,0.0,0.001,31426.0,19704.0,1.0
1|practice_id[A82049],0.482,0.086,0.32,0.642,0.0,0.001,31223.0,19657.0,1.0
1|practice_id[A82050],0.534,0.086,0.372,0.695,0.0,0.001,32093.0,19556.0,1.0
1|practice_id[A82052],0.507,0.171,0.184,0.828,0.001,0.001,24979.0,17869.0,1.0
1|practice_id[A82053],-0.421,0.085,-0.581,-0.26,0.0,0.001,32968.0,19880.0,1.0
1|practice_id[A82055],0.333,0.086,0.169,0.49,0.0,0.001,30740.0,19941.0,1.0
1|practice_id[A82057],0.421,0.177,0.07,0.737,0.001,0.001,25121.0,18584.0,1.0
1|practice_id[A82058],0.443,0.086,0.281,0.603,0.0,0.001,31726.0,19738.0,1.0
1|practice_id[A82060],0.578,0.105,0.386,0.783,0.001,0.001,31000.0,18629.0,1.0
1|practice_id[A82062],-0.002,0.085,-0.167,0.153,0.0,0.001,33673.0,18833.0,1.0
1|practice_id[A82064],-0.315,0.093,-0.49,-0.139,0.0,0.001,48920.0,17964.0,1.0
1|practice_id[A82065],0.143,0.086,-0.025,0.299,0.0,0.001,32514.0,18524.0,1.0
1|practice_id[A82068],-0.118,0.085,-0.274,0.045,0.0,0.001,33402.0,19194.0,1.0
1|practice_id[A82071],0.644,0.085,0.48,0.799,0.0,0.001,30883.0,19948.0,1.0
1|practice_id[A82072],0.543,0.085,0.384,0.703,0.0,0.0,30061.0,20633.0,1.0
1|practice_id[A82074],-0.498,0.12,-0.724,-0.273,0.001,0.001,27422.0,19039.0,1.0
1|practice_id[A82075],0.061,0.086,-0.102,0.222,0.0,0.001,31821.0,18167.0,1.0
1|practice_id[A82077],0.177,0.086,0.015,0.339,0.0,0.001,30518.0,20148.0,1.0
1|practice_id[A82608],-0.538,0.086,-0.701,-0.378,0.0,0.001,34014.0,19553.0,1.0
1|practice_id[A82613],-0.299,0.152,-0.582,-0.014,0.001,0.001,35102.0,19371.0,1.0
1|practice_id[A82617],-0.139,0.085,-0.294,0.025,0.001,0.001,28849.0,19504.0,1.0
1|practice_id[A82619],-0.701,0.218,-1.111,-0.286,0.001,0.001,28087.0,19318.0,1.0
1|practice_id[A82621],-0.31,0.086,-0.468,-0.147,0.0,0.001,33104.0,20366.0,1.0
1|practice_id[A82623],-0.197,0.086,-0.355,-0.031,0.0,0.001,33402.0,17567.0,1.0
1|practice_id[A82629],0.229,0.086,0.065,0.389,0.0,0.001,32123.0,19898.0,1.0
1|practice_id[A82631],-0.27,0.085,-0.427,-0.109,0.0,0.0,32451.0,20502.0,1.0
1|practice_id[A82635],-0.784,0.212,-1.187,-0.386,0.001,0.001,26898.0,17819.0,1.0
1|practice_id[A82641],-0.8,0.214,-1.193,-0.391,0.001,0.001,27496.0,18171.0,1.0
1|practice_id[A82642],0.969,0.197,0.595,1.339,0.001,0.001,22927.0,17709.0,1.0
1|practice_id[A82646],0.215,0.085,0.058,0.377,0.0,0.001,34132.0,19603.0,1.0
1|practice_id[A82647],-0.289,0.086,-0.452,-0.131,0.0,0.001,31256.0,18977.0,1.0
1|practice_id[A82650],-0.044,0.086,-0.211,0.113,0.0,0.001,36006.0,19397.0,1.0
1|practice_id[A82651],-0.591,0.087,-0.752,-0.427,0.0,0.001,31170.0,19566.0,1.0
1|practice_id[A82654],0.312,0.085,0.144,0.465,0.0,0.001,32469.0,20378.0,1.0
1|practice_id[A83004],0.826,0.09,0.661,1.0,0.001,0.001,29615.0,19778.0,1.0
1|practice_id[A83005],-0.535,0.086,-0.696,-0.373,0.0,0.001,34021.0,19116.0,1.0
1|practice_id[A83006],0.048,0.086,-0.11,0.214,0.0,0.001,32361.0,19750.0,1.0
1|practice_id[A83007],0.256,0.085,0.093,0.413,0.0,0.001,29972.0,19196.0,1.0
1|practice_id[A83008],0.008,0.086,-0.155,0.166,0.0,0.001,30624.0,19854.0,1.0
1|practice_id[A83009],0.464,0.085,0.306,0.625,0.0,0.001,32070.0,19296.0,1.0
1|practice_id[A83010],-0.183,0.086,-0.342,-0.019,0.0,0.001,31133.0,18523.0,1.0
1|practice_id[A83012],0.645,0.085,0.487,0.806,0.0,0.001,31574.0,19888.0,1.0
1|practice_id[A83013],0.056,0.086,-0.101,0.222,0.0,0.001,33227.0,19651.0,1.0
1|practice_id[A83014],-0.2,0.084,-0.36,-0.043,0.0,0.001,31494.0,20183.0,1.0
1|practice_id[A83015],-0.102,0.087,-0.263,0.063,0.0,0.001,31469.0,18886.0,1.0
1|practice_id[A83016],0.249,0.086,0.083,0.407,0.0,0.001,37805.0,20087.0,1.0
1|practice_id[A83017],0.793,0.095,0.616,0.976,0.001,0.001,32348.0,19650.0,1.0
1|practice_id[A83018],0.689,0.085,0.528,0.845,0.0,0.001,34494.0,19608.0,1.0
1|practice_id[A83019],0.044,0.091,-0.128,0.216,0.001,0.001,27845.0,19202.0,1.0
1|practice_id[A83021],-0.074,0.086,-0.23,0.093,0.0,0.001,31804.0,19296.0,1.0
1|practice_id[A83023],0.321,0.086,0.16,0.484,0.0,0.001,36952.0,19211.0,1.0
1|practice_id[A83024],0.034,0.086,-0.129,0.194,0.0,0.001,32405.0,19310.0,1.0
1|practice_id[A83025],0.413,0.087,0.251,0.576,0.0,0.001,31557.0,19155.0,1.0
1|practice_id[A83026],-0.235,0.087,-0.401,-0.075,0.0,0.001,35101.0,18592.0,1.0
1|practice_id[A83027],0.168,0.086,0.007,0.33,0.0,0.001,33656.0,19913.0,1.0
1|practice_id[A83028],0.175,0.086,0.013,0.337,0.0,0.001,35424.0,17729.0,1.0
1|practice_id[A83029],-0.079,0.085,-0.238,0.085,0.0,0.001,30998.0,20242.0,1.0
1|practice_id[A83031],0.247,0.085,0.087,0.406,0.0,0.001,30339.0,20167.0,1.0
1|practice_id[A83032],-0.177,0.086,-0.338,-0.015,0.0,0.001,31195.0,19045.0,1.0
1|practice_id[A83033],-0.119,0.086,-0.279,0.047,0.0,0.001,36788.0,19862.0,1.0
1|practice_id[A83034],-0.015,0.086,-0.176,0.146,0.0,0.001,34178.0,18650.0,1.0
1|practice_id[A83037],0.746,0.086,0.584,0.906,0.0,0.001,34026.0,19056.0,1.0
1|practice_id[A83038],-0.228,0.087,-0.388,-0.06,0.0,0.001,38626.0,19707.0,1.0
1|practice_id[A83040],0.292,0.085,0.134,0.453,0.0,0.001,29757.0,19442.0,1.0
1|practice_id[A83041],0.368,0.086,0.206,0.529,0.0,0.001,30201.0,17718.0,1.0
1|practice_id[A83042],-0.19,0.1,-0.378,-0.004,0.001,0.001,31400.0,19987.0,1.0
1|practice_id[A83043],0.22,0.085,0.058,0.377,0.0,0.001,31302.0,18679.0,1.0
1|practice_id[A83044],0.103,0.086,-0.068,0.258,0.0,0.001,32127.0,19150.0,1.0
1|practice_id[A83045],-0.052,0.085,-0.209,0.109,0.0,0.001,33138.0,19950.0,1.0
1|practice_id[A83046],0.484,0.086,0.321,0.646,0.0,0.001,31277.0,20338.0,1.0
1|practice_id[A83047],0.212,0.086,0.048,0.369,0.0,0.001,32329.0,19567.0,1.0
1|practice_id[A83048],-0.133,0.086,-0.296,0.027,0.0,0.001,32241.0,19443.0,1.0
1|practice_id[A83049],-0.057,0.085,-0.217,0.104,0.0,0.001,32915.0,19294.0,1.0
1|practice_id[A83050],0.021,0.086,-0.142,0.183,0.0,0.001,38135.0,20401.0,1.0
1|practice_id[A83051],0.206,0.086,0.043,0.365,0.001,0.001,29302.0,19732.0,1.0
1|practice_id[A83054],-0.149,0.086,-0.311,0.01,0.0,0.001,33482.0,19656.0,1.0
1|practice_id[A83055],-0.105,0.085,-0.266,0.054,0.0,0.001,30197.0,19667.0,1.0
1|practice_id[A83057],-0.169,0.085,-0.329,-0.01,0.0,0.001,30579.0,19123.0,1.0
1|practice_id[A83060],-0.18,0.086,-0.342,-0.022,0.0,0.001,31900.0,19454.0,1.0
1|practice_id[A83061],-0.298,0.085,-0.455,-0.135,0.0,0.001,31087.0,19474.0,1.0
1|practice_id[A83066],0.128,0.085,-0.026,0.291,0.0,0.001,31529.0,19120.0,1.0
1|practice_id[A83068],-0.258,0.206,-0.641,0.138,0.001,0.001,27130.0,18653.0,1.0
1|practice_id[A83070],-0.057,0.086,-0.218,0.107,0.0,0.001,33478.0,19696.0,1.0
1|practice_id[A83071],-0.213,0.085,-0.369,-0.049,0.0,0.001,32616.0,20151.0,1.0
1|practice_id[A83073],-0.042,0.087,-0.209,0.118,0.0,0.001,36171.0,18828.0,1.0
1|practice_id[A83074],0.584,0.086,0.426,0.75,0.0,0.001,30127.0,19335.0,1.0
1|practice_id[A83075],-0.349,0.085,-0.507,-0.189,0.0,0.001,32578.0,19577.0,1.0
1|practice_id[A83076],0.145,0.104,-0.052,0.34,0.001,0.001,30885.0,19426.0,1.0
1|practice_id[A83610],-0.19,0.086,-0.353,-0.03,0.0,0.001,31313.0,19755.0,1.0
1|practice_id[A83616],-0.294,0.085,-0.456,-0.136,0.0,0.001,33585.0,20124.0,1.0
1|practice_id[A83618],-0.057,0.085,-0.213,0.105,0.0,0.0,29886.0,20220.0,1.0
1|practice_id[A83619],0.125,0.086,-0.038,0.284,0.0,0.001,33189.0,19621.0,1.0
1|practice_id[A83626],-0.328,0.086,-0.487,-0.165,0.0,0.001,34472.0,18625.0,1.0
1|practice_id[A83627],0.5,0.085,0.339,0.658,0.0,0.001,33368.0,20669.0,1.0
1|practice_id[A83632],0.466,0.087,0.308,0.634,0.0,0.001,36504.0,19832.0,1.0
1|practice_id[A83634],-0.05,0.084,-0.201,0.116,0.0,0.001,32809.0,19633.0,1.0
1|practice_id[A83635],-0.054,0.086,-0.214,0.108,0.0,0.001,33011.0,18884.0,1.0
1|practice_id[A83636],0.015,0.085,-0.146,0.175,0.0,0.001,32902.0,20391.0,1.0
1|practice_id[A83637],-0.568,0.086,-0.728,-0.403,0.0,0.001,36187.0,19508.0,1.0
1|practice_id[A83638],-0.698,0.157,-0.996,-0.405,0.001,0.001,28449.0,19455.0,1.0
1|practice_id[A83641],0.71,0.086,0.552,0.871,0.0,0.001,29874.0,19907.0,1.0
1|practice_id[A83644],-0.339,0.086,-0.503,-0.18,0.0,0.001,34965.0,19311.0,1.0
1|practice_id[A84002],0.118,0.086,-0.041,0.282,0.0,0.001,32964.0,18944.0,1.0
1|practice_id[A84003],0.706,0.086,0.545,0.869,0.0,0.001,32631.0,18764.0,1.0
1|practice_id[A84005],-0.303,0.086,-0.465,-0.143,0.0,0.001,30645.0,19247.0,1.0
1|practice_id[A84006],0.068,0.086,-0.095,0.228,0.0,0.001,30528.0,18889.0,1.0
1|practice_id[A84007],-0.15,0.085,-0.309,0.009,0.0,0.0,30271.0,20378.0,1.0
1|practice_id[A84008],-0.186,0.086,-0.347,-0.025,0.0,0.001,31761.0,18837.0,1.0
1|practice_id[A84009],-0.016,0.086,-0.179,0.144,0.001,0.001,28756.0,19426.0,1.0
1|practice_id[A84011],-0.102,0.085,-0.265,0.054,0.0,0.001,31781.0,20598.0,1.0
1|practice_id[A84013],-0.619,0.085,-0.773,-0.454,0.0,0.001,29546.0,19024.0,1.0
1|practice_id[A84014],-0.22,0.085,-0.381,-0.06,0.0,0.001,33672.0,19114.0,1.0
1|practice_id[A84015],0.472,0.085,0.311,0.63,0.0,0.001,32228.0,19618.0,1.0
1|practice_id[A84018],0.125,0.085,-0.035,0.285,0.0,0.001,32319.0,19871.0,1.0
1|practice_id[A84020],-0.621,0.086,-0.785,-0.463,0.0,0.001,31389.0,19256.0,1.0
1|practice_id[A84021],1.335,0.14,1.071,1.595,0.001,0.001,30110.0,18355.0,1.0
1|practice_id[A84022],0.069,0.086,-0.092,0.23,0.0,0.001,32007.0,19268.0,1.0
1|practice_id[A84024],-0.273,0.096,-0.453,-0.096,0.0,0.001,48326.0,16602.0,1.0
1|practice_id[A84025],-0.21,0.193,-0.568,0.157,0.001,0.001,32145.0,19883.0,1.0
1|practice_id[A84026],0.168,0.086,0.009,0.331,0.0,0.001,30473.0,18820.0,1.0
1|practice_id[A84027],0.146,0.085,-0.008,0.31,0.0,0.001,31176.0,19710.0,1.0
1|practice_id[A84028],-0.291,0.086,-0.449,-0.127,0.0,0.001,31866.0,18470.0,1.0
1|practice_id[A84029],-0.334,0.085,-0.496,-0.177,0.0,0.001,31619.0,19642.0,1.0
