,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
1|practice_id[A83004],0.39,0.091,0.223,0.564,0.001,0.001,30914.0,19601.0,1.0
1|practice_id[A83005],-0.122,0.085,-0.278,0.04,0.0,0.001,31188.0,20236.0,1.0
1|practice_id[A83006],0.12,0.086,-0.038,0.284,0.0,0.001,32306.0,19273.0,1.0
1|practice_id[A83007],0.49,0.086,0.325,0.649,0.0,0.001,33555.0,18734.0,1.0
1|practice_id[A83008],0.07,0.086,-0.09,0.232,0.0,0.001,32729.0,20290.0,1.0
1|practice_id[A83009],0.018,0.085,-0.146,0.173,0.0,0.001,32419.0,20070.0,1.0
1|practice_id[A83010],0.118,0.085,-0.044,0.277,0.0,0.001,30885.0,19941.0,1.0
1|practice_id[A83012],0.023,0.085,-0.138,0.184,0.0,0.001,32924.0,19221.0,1.0
1|practice_id[A83013],-0.079,0.085,-0.237,0.081,0.0,0.001,30779.0,19818.0,1.0
1|practice_id[A83014],0.186,0.087,0.019,0.345,0.0,0.001,34696.0,20012.0,1.0
1|practice_id[A83015],-0.463,0.086,-0.632,-0.306,0.0,0.001,32520.0,19761.0,1.0
1|practice_id[A83016],-0.22,0.086,-0.38,-0.054,0.0,0.001,35703.0,19586.0,1.0
1|practice_id[A83017],-0.466,0.093,-0.642,-0.291,0.001,0.001,32063.0,20166.0,1.0
1|practice_id[A83018],0.416,0.087,0.257,0.58,0.0,0.001,32634.0,19616.0,1.0
1|practice_id[A83019],-0.556,0.095,-0.745,-0.388,0.001,0.001,29205.0,18718.0,1.0
1|practice_id[A83021],0.194,0.086,0.03,0.352,0.0,0.001,34075.0,20314.0,1.0
1|practice_id[A83023],-0.098,0.086,-0.26,0.063,0.0,0.001,35616.0,19623.0,1.0
1|practice_id[A83024],-0.517,0.085,-0.677,-0.355,0.0,0.001,30794.0,20441.0,1.0
1|practice_id[A83025],-0.032,0.086,-0.187,0.134,0.001,0.001,28926.0,19744.0,1.0
1|practice_id[A83026],0.234,0.087,0.075,0.398,0.0,0.001,37082.0,19814.0,1.0
1|practice_id[A83027],-0.092,0.086,-0.256,0.066,0.0,0.001,33084.0,20303.0,1.0
1|practice_id[A83028],-0.002,0.086,-0.159,0.161,0.0,0.001,31690.0,18528.0,1.0
1|practice_id[A83029],-0.168,0.086,-0.324,-0.001,0.0,0.001,33857.0,19469.0,1.0
1|practice_id[A83031],-0.189,0.086,-0.352,-0.027,0.0,0.001,30125.0,18843.0,1.0
1|practice_id[A83032],-0.447,0.086,-0.611,-0.287,0.0,0.001,31521.0,19180.0,1.0
1|practice_id[A83033],-0.342,0.087,-0.511,-0.183,0.0,0.001,33021.0,17795.0,1.0
