practice_id,kind,mean_flagged,mean_nonflagged,std_effect_size,n_flagged,n_nonflagged,p_value
E84701,flood,11.399999999999997,-1.5056603773584922,0.5949267536033434,7,53,0.12007543322631552
E84702,flood,8.542857142857144,-1.128301886792453,0.10092036752547638,7,53,0.821758056536118
E84704,flood,0.37142857142857266,-0.04905660377358319,0.0278464967960778,7,53,0.9816268904510768
E84704,flood_geo,1.8666666666666696,-0.09824561403508612,0.13012568993146947,3,57,0.760145387955138
E84707,flood,0.125,-0.0625,0.9185586490436918,4,56,
E84709,flood,29.628571428571433,-3.9132075471698076,0.37882431630024405,7,53,0.2894813382868283
E85001,flood,17.114285714285717,-2.2603773584905644,0.4270808188705277,7,53,0.3510082721333435
E85003,flood,11.114285714285716,-1.4679245283018925,0.21087101744827222,7,53,0.6286825630526659
E85004,flood,3.142857142857135,-0.4150943396226388,0.06951997557627097,7,53,0.8178789124698
E85005,flood,-0.6285714285714273,0.08301886792452653,-0.029967430622867938,7,53,0.9266008121677972
E85006,flood,16.28571428571428,-2.1509433962264155,0.6780963726573631,7,53,0.08210223743275488
E85007,flood,7.771428571428577,-1.0264150943396255,0.11184528966996944,7,53,0.7297854808169462
E85008,flood,7.057142857142854,-0.9320754716981187,0.2648594130560805,7,53,0.7297566186924804
E85012,flood,5.971428571428573,-0.7886792452830222,0.18791857215830401,7,53,0.7471553890568629
E85013,flood,6.7428571428571455,-0.8905660377358472,0.20247593156764312,7,53,0.3109419329025218
E85014,flood,6.857142857142861,-0.9056603773584933,0.18338069515338387,7,53,0.549348153445996
E85015,flood,21.25714285714286,-2.8075471698113215,0.3563873636515306,7,53,0.26406762219535673
E85016,flood,1.4857142857142824,-0.19622641509434563,0.04726641521753519,7,53,0.6954490243187335
E85019,flood,9.600000000000007,-1.2679245283018807,0.3510607484374863,7,53,0.5265624841948396
E85020,flood,19.485714285714298,-2.5735849056603715,0.4309547505969154,7,53,0.2690165150939152
E85021,flood,7.73333333333333,-0.40701754385964795,0.21360331023686768,3,57,0.8123146230423397
E85023,flood,9.066666666666663,-0.47719298245614167,0.679397302174477,3,57,0.12261693313057623
E85024,flood,-4.799999999999999,0.6339622641509459,-0.22267095957812583,7,53,0.3815317764945434
E85025,flood,14.200000000000005,-1.875471698113211,0.3646560059493518,7,53,0.2689965587472174
E85026,flood,14.942857142857138,-1.9735849056603831,0.24534281641299902,7,53,0.3277459125746722
E85026,flood_geo,-33.53333333333334,1.7649122807017488,-0.5119380877224178,3,57,0.47628914329129424
E85028,flood,6.914285714285719,-0.9132075471698103,0.26182275373114267,7,53,0.4681799748717499
E85029,flood,25.085714285714282,-3.313207547169815,0.4574857297215776,7,53,0.31649255441586455
E85030,flood,11.628571428571425,-1.5358490566037726,0.43279981154275915,7,53,0.5341130901507827
E85032,flood,8.142857142857142,-1.0754716981132064,0.41602582992624715,7,53,0.356980399401464
E85033,flood,10.200000000000005,-1.3471698113207515,0.3988158093271869,7,53,0.22224865505372726
E85034,flood,13.942857142857141,-1.841509433962262,0.5421865807122572,7,53,0.17794118794986002
E85035,flood,5.4571428571428555,-0.720754716981134,0.09631769854477695,7,53,0.9724452938076977
E85038,flood,5.799999999999999,-0.7660377358490541,0.2179712429860271,7,53,0.4969127622315318
E85040,flood,13.542857142857144,-1.788679245283017,0.44951304843788037,7,53,0.15336155068404098
E85041,flood,10.371428571428575,-1.3698113207547162,0.3556775882973525,7,53,0.3220669911277073
E85042,flood,2.5428571428571405,-0.33584905660377434,0.09676592138184811,7,53,0.9449242047939762
E85045,flood,0.028571428571428976,-0.0037735849056615037,0.0015846136059516282,7,53,0.7911462916657954
E85046,flood,18.54285714285714,-2.449056603773587,0.47577924561529183,7,53,0.10204630282371084
E85048,flood,2.2857142857142816,-0.30188679245282696,0.06834083769053761,7,53,0.926607931153569
E85049,flood,37.93333333333334,-1.996491228070182,0.8269898572201272,3,57,0.05318754782429451
E85050,flood,20.228571428571428,-2.6716981132075417,0.628371509516619,7,53,0.11737565444049337
E85051,flood,20.685714285714294,-2.732075471698115,0.5834679482736637,7,53,0.09964113239661204
E85052,flood,34.46666666666667,-1.8140350877192988,0.8629331053342054,3,57,0.07222563194069007
E85053,flood,4.266666666666666,-0.22456140350877338,0.2289893613879761,3,57,0.6839938633980944
E85054,flood,39.685714285714276,-5.241509433962267,0.554617354127172,7,53,0.18167763509203516
E85055,flood,14.142857142857142,-1.867924528301888,0.43968190210828584,7,53,0.1971813673761258
E85057,flood,23.428571428571427,-3.094339622641503,0.3897400582278269,7,53,0.32208716041456065
E85058,flood,12.457142857142856,-1.6452830188679275,0.33775770840707914,7,53,0.2136849185863201
E85059,flood,-1.6285714285714334,0.21509433962264216,-0.03373766256365989,7,53,0.8000326494281275
E85060,flood,-2.3428571428571394,0.30943396226415265,-0.08390609845331573,7,53,0.8358150720709965
E85061,flood,63.46666666666666,-3.340350877192985,1.0287706533282932,3,57,0.062103419591664266
E85062,flood,3.5428571428571445,-0.46792452830188,0.04758095185774801,7,53,0.8719423745869965
E85064,flood,54.133333333333326,-2.849122807017545,1.0560736433185034,3,57,0.03854473290127616
E85066,flood,2.7142857142857104,-0.3584905660377361,0.168161691737389,7,53,0.8538294900859971
E85069,flood,8.857142857142852,-1.1698113207547154,0.2136688971806338,7,53,0.6700942786830109
E85071,flood,3.885714285714286,-0.5132075471698107,0.34695668269929486,7,53,0.3690226973505131
E85074,flood,13.4,-1.769811320754718,0.5539847474922825,7,53,0.15006778372356464
E85075,flood,15.314285714285713,-2.0226415094339636,0.5029077962578027,7,53,0.4542059663441915
E85077,flood,7.171428571428572,-0.947169811320754,0.540479751479382,7,53,0.2094559995445444
E85083,flood,43.06666666666666,-2.266666666666675,0.694197292233809,3,57,0.06452344301904268
